Fecha,Strike,Buy_price_call,Sell_price_call,Buy_price_put,Sell_price_put,T,Precio_call,Precio_put
2024-05-17,11700.0,2.0,5.0,631.0,681.0,0.0629705681040383,3.5,656.0
2024-05-17,11750.0,1.0,6.0,683.0,733.0,0.0629705681040383,3.5,708.0
2024-05-17,11800.0,,5.0,729.0,779.0,0.0629705681040383,5.0,754.0
2024-05-17,11900.0,,5.0,826.0,886.0,0.0629705681040383,5.0,856.0
2024-05-17,12000.0,,5.0,926.0,986.0,0.0629705681040383,5.0,956.0
2024-05-17,12100.0,,5.0,1021.0,1081.0,0.0629705681040383,5.0,1051.0
2024-05-17,12200.0,,5.0,1124.0,1184.0,0.0629705681040383,5.0,1154.0
2024-05-17,12300.0,,5.0,1224.0,1284.0,0.0629705681040383,5.0,1254.0
2024-05-17,12400.0,,5.0,1324.0,1384.0,0.0629705681040383,5.0,1354.0
2024-05-17,12500.0,,5.0,1423.0,1483.0,0.0629705681040383,5.0,1453.0
2024-05-17,12600.0,,5.0,1523.0,1583.0,0.0629705681040383,5.0,1553.0
2024-05-17,12700.0,,5.0,1623.0,1683.0,0.0629705681040383,5.0,1653.0
2024-06-21,5200.0,5795.0,5855.0,,5.0,0.1587953456536618,5825.0,5.0
2024-06-21,5300.0,5696.0,5756.0,,5.0,0.1587953456536618,5726.0,5.0
2024-06-21,5400.0,5596.0,5656.0,,5.0,0.1587953456536618,5626.0,5.0
2024-06-21,5500.0,5502.0,5562.0,,5.0,0.1587953456536618,5532.0,5.0
2024-06-21,5600.0,5398.0,5458.0,,5.0,0.1587953456536618,5428.0,5.0
2024-06-21,5700.0,5298.0,5358.0,,5.0,0.1587953456536618,5328.0,5.0
2024-06-21,5800.0,5199.0,5259.0,,5.0,0.1587953456536618,5229.0,5.0
2024-06-21,5900.0,5100.0,5160.0,,5.0,0.1587953456536618,5130.0,5.0
